value,savings,description_doge,total_obligation,award_amount,link,fain_key,date,agency,funding_opportunity_goals,total_obligated_amount,federal_action_obligation,non_federal_funding_amount,action_date,action_date_fiscal_year,awarding_agency_name,awarding_sub_agency_name,funding_office_name,recipient_name,recipient_parent_name,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_state_name,cfda_title,business_types_description,action_type_description,sector
299497.0,216446.0,"UNCW ADVANCE CATALYST: : UNC-BY-THE-S.E.A. (STEM EQUITY ACCESS) -THE UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (UNCW) WILL UNDERTAKE AN INSTITUTIONAL SELF-ASSESSMENT TO IDENTIFY POTENTIAL ORGANIZATIONAL INEQUITIES IN CULTURE AND POLICY THAT RESULT IN DIFFERENTIAL PROFESSIONAL OUTCOMES FOR SOME STEM FACULTY. THE ADVANCE CATALYST PROJECT WILL RESULT IN A FIVE-YEAR STEM FACULTY EQUITY PLAN TAILORED TO THE UNCW CONTEXT AND INSTITUTIONAL DATA THAT WILL GUIDE INSTITUTIONAL ACTIONS TO ADDRESS ANY ISSUES IDENTIFIED DURING THE GRANT. THIS PROJECT WILL EXAMINE HOW CULTURE, POLICY, AND OTHER FACTORS INTERACT ACROSS LEVELS OF AN INSTITUTION AND AFFECT DIFFERENT FACULTY IN STEM. THE INSTITUTIONAL SELF-ASSESSMENT AND FIVE-YEAR STRATEGIC PLAN WILL SET A FOUNDATION TO IMPROVE EQUITY FOR STEM FACULTY AT THE INSTITUTION. THIS WORK WILL BENEFIT STEM DISCIPLINES AS WELL AS NON-STEM DISCIPLINES DUE TO THE INTERCONNECTED NATURE OF INSTITUTIONAL POLICY. RESULTS OF THE CATALYST PROJECT WILL BE REGULARLY COMMUNICATED WITH THE UNCW COMMUNITY AND OTHER INSTITUTIONS. THE PROJECT IS EXPECTED TO ADD TO OUR UNDERSTANDING OF STEM FACULTY EQUITY ISSUES AT REGIONAL, MEDIUM-SIZED, CARNEGIE R2 UNIVERSITIES. THE NSF ADVANCE PROGRAM IS DESIGNED TO FOSTER GENDER EQUITY THROUGH A FOCUS ON THE IDENTIFICATION AND ELIMINATION OF ORGANIZATIONAL BARRIERS THAT IMPEDE THE FULL PARTICIPATION AND ADVANCEMENT OF DIVERSE FACULTY IN ACADEMIC INSTITUTIONS. ORGANIZATIONAL BARRIERS THAT INHIBIT EQUITY MAY EXIST IN POLICIES, PROCESSES, PRACTICES, AND THE ORGANIZATIONAL CULTURE AND CLIMATE. ADVANCE CATALYST AWARDS PROVIDE SUPPORT FOR INSTITUTIONAL EQUITY ASSESSMENTS AND THE DEVELOPMENT OF FIVE-YEAR FACULTY EQUITY STRATEGIC PLANS AT ACADEMIC, NON-PROFIT INSTITUTIONS OF HIGHER EDUCATION. THIS AWARD REFLECTS NSF'S STATUTORY MISSION AND HAS BEEN DEEMED WORTHY OF SUPPORT THROUGH EVALUATION USING THE FOUNDATION'S INTELLECTUAL MERIT AND BROADER IMPACTS REVIEW CRITERIA.- SUBAWARDS ARE NOT PLANNED FOR THIS AWARD.",299497.0,299497.0,https://usaspending.gov/award/ASST_NON_2427386_4900,2427386,4/25/2025,National Science Foundation,"THE GOAL OF THIS FUNDING OPPORTUNITY, ""ADVANCE: ORGANIZATIONAL CHANGE FOR GENDER EQUITY IN STEM ACADEMIC PROFESSIONS"", IS IDENTIFIED IN THE LINK: HTTPS://WWW.NSF.GOV/PUBLICATIONS/PUB_SUMM.JSP?ODS_KEY=NSF20554",299497.0,299497.0,0.0,2024-07-29,2024.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON,,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,STEM EDUCATION (FORMERLY EDUCATION AND HUMAN RESOURCES),PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,NEW,Education
6983.0,6562.0,"COLLABORATIVE RESEARCH: CONFERENCE: GA6 GEOSCIENCES AND ENVIRONMENTAL JUSTICE FOR INDIGENOUS COMMUNITIES -THE 6TH GEOSCIENCE ALLIANCE (GA-6) CONFERENCE BUILDS ON A SUCCESSFUL SERIES OF NATIONAL CONFERENCES AIMING TO BROADEN THE PARTICIPATION OF NATIVE AMERICANS IN GEOSCIENCE AND ENVIRONMENTAL SCIENCES. THE FIRST FIVE GEOSCIENCE ALLIANCE CONFERENCES BROUGHT TOGETHER A TOTAL OF MORE THAN 500 GRADUATE, UNDERGRADUATE, AND K-12 STUDENTS, EDUCATORS, ELDERS, COMMUNITY MEMBERS, AND PROFESSIONALS REPRESENTING 40 TRIBES, BANDS, AND NATIVE VILLAGES. THE GA-6 CONFERENCE WILL TAKE PLACE IN NORTH CAROLINA AND IS EXPECTED TO INCREASE PARTICIPATION FROM THE SOUTHEAST AND MID-ATLANTIC, REGIONS THAT HAVE BEEN UNDERREPRESENTED AT PRIOR GEOSCIENCE ALLIANCE CONFERENCES. THE CONFERENCE THEME, GEOSCIENCE AND ENVIRONMENTAL JUSTICE IN INDIGENOUS COMMUNITIES, CONSIDERS THE DISTRIBUTIONS OF ENVIRONMENTAL BENEFITS AND BURDENS ALONG WITH THE ENVIRONMENTAL POLICIES, PRACTICES, AND POWER DYNAMICS THAT INFLUENCE THESE DISTRIBUTIONS. NOTING THAT INDIGENOUS COMMUNITIES REGULARLY SHOULDER DISPROPORTIONATELY LARGE ENVIRONMENTAL BURDENS FROM POLLUTION, RESOURCE EXTRACTION, AND CLIMATE CHANGE, CONFERENCE PARTICIPANTS WILL LEARN ABOUT, SHARE, AND DISCUSS SOME OF THE WAYS THAT INDIGENOUS AND WESTERN KNOWLEDGES CAN BE USED TO ADDRESS THESE PROBLEMS AND PROMOTE ENVIRONMENTAL JUSTICE. BY INCREASING THE INVOLVEMENT OF NATIVE AMERICAN COMMUNITIES UNDERREPRESENTED IN GEOSCIENCE AND ENVIRONMENTAL SCIENCE, THE CONFERENCE WILL HELP ENHANCE HUMAN CAPACITY IN THESE FIELDS AT A NATIONAL LEVEL. DESPITE GROWING RECOGNITION THAT INDIGENOUS KNOWLEDGE SYSTEMS HAVE MUCH TO OFFER THE GEOSCIENCE AND ENVIRONMENTAL SCIENCES, INDIGENOUS PEOPLES THEMSELVES ARE AMONG THE MOST UNDERREPRESENTED GROUPS IN CAREERS AND DEGREE PROGRAMS IN THESE FIELDS. THIS UNDERREPRESENTATION HAS IMPLICATIONS FOR SCIENTIFIC RESEARCH, SCIENCE EDUCATION, MANAGEMENT, AND OTHER AREAS. THE 6TH GEOSCIENCE ALLIANCE (GA-6) CONFERENCE WILL HELP ADDRESS THIS ISSUE BY BUILDING ON A SUCCESSFUL SERIES OF NATIONAL CONFERENCES AIMED AT BROADENING THE PARTICIPATION OF NATIVE AMERICANS IN GEOSCIENCE AND ENVIRONMENTAL SCIENCES. THE CONFERENCE THEME ENGAGES WITH INDIGENOUS ENVIRONMENTAL JUSTICE, AN AREA OF ACADEMIC RESEARCH AND A SOCIAL MOVEMENT THAT IS BOTH RELEVANT TO PUBLIC POLICY AND LINKED TO SCIENTIFIC ISSUES RELATED TO AIR AND WATER QUALITY, NATURAL RESOURCE MANAGEMENT, AND CLIMATE CHANGE. IN PARTICULAR, THE GA-6 CONFERENCE WILL ELEVATE INDIGENOUS PERSPECTIVES IN ENVIRONMENTAL JUSTICE RESEARCH, EDUCATION, AND ENGAGEMENT TO SPUR IDEAS, DIALOG, AND COLLABORATION AMONG PARTICIPANTS AND THEIR NETWORKS. THE THREE-DAY CONFERENCE WILL INCLUDE ACTIVITIES PROVEN SUCCESSFUL IN PREVIOUS GEOSCIENCE ALLIANCE CONFERENCES: DISCUSSION CIRCLES, WORKSHOPS, POSTER SESSIONS, AND FIELD TRIPS. THE MAIN OBJECTIVES OF THE GA-6 CONFERENCE ARE LEARNING; NETWORKING AND CAREER PROGRESS; UNDERSTANDING; MAKING IT MEMORABLE; AND GROWING THE COMMUNITY. THE CONFERENCE WILL FULFILL EACH OF THESE OBJECTIVES UNDER THE ESTABLISHED AND EFFECTIVE GEOSCIENCE ALLIANCE PRINCIPLE THAT EVERYONE TEACHES AND EVERYONE LEARNS. THE GA-6 CONFERENCE WILL ALSO SERVE TO DISSEMINATE INFORMATION TO PARTICIPANTS ABOUT OPPORTUNITIES SUCH AS RESEARCH EXPERIENCE FOR UNDERGRADUATE PROGRAMS, INTERNSHIPS, AND ACADEMIC DEGREE PROGRAMS. A FOCUS ON NETWORKING AT THE CONFERENCE WILL SUPPORT ALL PARTICIPANTS IN DEVELOPING A STRONG NETWORK OF PEERS AND COLLABORATORS. THIS AWARD REFLECTS NSF'S STATUTORY MISSION AND HAS BEEN DEEMED WORTHY OF SUPPORT THROUGH EVALUATION USING THE FOUNDATION'S INTELLECTUAL MERIT AND BROADER IMPACTS REVIEW CRITERIA.- SUBAWARDS ARE NOT PLANNED FOR THIS AWARD.",6983.0,6983.0,https://usaspending.gov/award/ASST_NON_2435273_4900,2435273,4/25/2025,National Science Foundation,NOT APPLICABLE,6983.0,6983.0,0.0,2024-08-15,2024.0,National Science Foundation,National Science Foundation,DIVISION OF EARTH SCIENCES,DUKE UNIVERSITY,DUKE UNIVERSITY,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,GEOSCIENCES,PRIVATE INSTITUTION OF HIGHER EDUCATION,NEW,Environment Climate Agriculture
281000.0,94350.0,LONGITUDINAL ANALYSIS OF EARLY INTERVENTIONAL APPROACHES TO SCIENCE ERUDITION,222153.03,20000.0,https://usaspending.gov/award/ASST_NON_N000142412027_1700,N000142412027,4/25/2025,Department of Defense,"DEVELOP LEARNERS KNOWLEDGE, SKILL, OR INTEREST IN STEM. ATTRACT STUDENTS TO PURSUE CERTIFICATIONS, LICENSES, OR DEGREES (TWO-YEAR DEGREES THROUGH POST-DOCTORAL DEGREES) OR CAREERS IN STEM FIELDS. PROVIDE GROWTH AND RESEARCH OPPORTUNITIES FOR POST-SECONDARY, COLLEGE AND GRADUATE STUDENTS IN STEM FIELDS, SUCH AS WORKING WITH RESEARCHERS OR CONDUCTING RESEARCH THAT IS PRIMARILY INTENDED TO FURTHER EDUCATION. IMPROVE MENTOR/EDUCATOR (K-12 PRE-SERVICE OR IN-SERVICE, POST-SECONDARY, AND INFORMAL) QUALITY IN STEM AREAS. IMPROVE OR EXPAND THE CAPACITY OF INSTITUTIONS TO PROMOTE OR FOSTER STEM FIELDS.",222153.03,20000.0,0.0,2023-11-20,2024.0,Department of Defense,Department of the Navy,OFFICE OF NAVAL RESEARCH,EAST CAROLINA UNIVERSITY,,STATE-WIDE,USA,UNITED STATES,NORTH CAROLINA,"SCIENCE, TECHNOLOGY, ENGINEERING & MATHEMATICS (STEM) EDUCATION, OUTREACH AND WORKFORCE PROGRAM",PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION;NONPROFIT WITHOUT 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),NEW,Education
281000.0,94350.0,LONGITUDINAL ANALYSIS OF EARLY INTERVENTIONAL APPROACHES TO SCIENCE ERUDITION,222153.03,29000.0,https://usaspending.gov/award/ASST_NON_N000142412027_1700,N000142412027,4/25/2025,Department of Defense,"DEVELOP LEARNERS KNOWLEDGE, SKILL, OR INTEREST IN STEM. ATTRACT STUDENTS TO PURSUE CERTIFICATIONS, LICENSES, OR DEGREES (TWO-YEAR DEGREES THROUGH POST-DOCTORAL DEGREES) OR CAREERS IN STEM FIELDS. PROVIDE GROWTH AND RESEARCH OPPORTUNITIES FOR POST-SECONDARY, COLLEGE AND GRADUATE STUDENTS IN STEM FIELDS, SUCH AS WORKING WITH RESEARCHERS OR CONDUCTING RESEARCH THAT IS PRIMARILY INTENDED TO FURTHER EDUCATION. IMPROVE MENTOR/EDUCATOR (K-12 PRE-SERVICE OR IN-SERVICE, POST-SECONDARY, AND INFORMAL) QUALITY IN STEM AREAS. IMPROVE OR EXPAND THE CAPACITY OF INSTITUTIONS TO PROMOTE OR FOSTER STEM FIELDS.",222153.03,29000.0,0.0,2024-02-27,2024.0,Department of Defense,Department of the Navy,OFFICE OF NAVAL RESEARCH,EAST CAROLINA UNIVERSITY,,STATE-WIDE,USA,UNITED STATES,NORTH CAROLINA,"SCIENCE, TECHNOLOGY, ENGINEERING & MATHEMATICS (STEM) EDUCATION, OUTREACH AND WORKFORCE PROGRAM",PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION;NONPROFIT WITHOUT 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),CONTINUATION,Education
281000.0,94350.0,LONGITUDINAL ANALYSIS OF EARLY INTERVENTIONAL APPROACHES TO SCIENCE ERUDITION,222153.03,50000.0,https://usaspending.gov/award/ASST_NON_N000142412027_1700,N000142412027,4/25/2025,Department of Defense,"DEVELOP LEARNERS KNOWLEDGE, SKILL, OR INTEREST IN STEM. ATTRACT STUDENTS TO PURSUE CERTIFICATIONS, LICENSES, OR DEGREES (TWO-YEAR DEGREES THROUGH POST-DOCTORAL DEGREES) OR CAREERS IN STEM FIELDS. PROVIDE GROWTH AND RESEARCH OPPORTUNITIES FOR POST-SECONDARY, COLLEGE AND GRADUATE STUDENTS IN STEM FIELDS, SUCH AS WORKING WITH RESEARCHERS OR CONDUCTING RESEARCH THAT IS PRIMARILY INTENDED TO FURTHER EDUCATION. IMPROVE MENTOR/EDUCATOR (K-12 PRE-SERVICE OR IN-SERVICE, POST-SECONDARY, AND INFORMAL) QUALITY IN STEM AREAS. IMPROVE OR EXPAND THE CAPACITY OF INSTITUTIONS TO PROMOTE OR FOSTER STEM FIELDS.",222153.03,50000.0,0.0,2023-12-12,2024.0,Department of Defense,Department of the Navy,OFFICE OF NAVAL RESEARCH,EAST CAROLINA UNIVERSITY,,STATE-WIDE,USA,UNITED STATES,NORTH CAROLINA,"SCIENCE, TECHNOLOGY, ENGINEERING & MATHEMATICS (STEM) EDUCATION, OUTREACH AND WORKFORCE PROGRAM",PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION;NONPROFIT WITHOUT 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),CONTINUATION,Education
281000.0,94350.0,LONGITUDINAL ANALYSIS OF EARLY INTERVENTIONAL APPROACHES TO SCIENCE ERUDITION,222153.03,117000.0,https://usaspending.gov/award/ASST_NON_N000142412027_1700,N000142412027,4/25/2025,Department of Defense,"DEVELOP LEARNERS KNOWLEDGE, SKILL, OR INTEREST IN STEM. ATTRACT STUDENTS TO PURSUE CERTIFICATIONS, LICENSES, OR DEGREES (TWO-YEAR DEGREES THROUGH POST-DOCTORAL DEGREES) OR CAREERS IN STEM FIELDS. PROVIDE GROWTH AND RESEARCH OPPORTUNITIES FOR POST-SECONDARY, COLLEGE AND GRADUATE STUDENTS IN STEM FIELDS, SUCH AS WORKING WITH RESEARCHERS OR CONDUCTING RESEARCH THAT IS PRIMARILY INTENDED TO FURTHER EDUCATION. IMPROVE MENTOR/EDUCATOR (K-12 PRE-SERVICE OR IN-SERVICE, POST-SECONDARY, AND INFORMAL) QUALITY IN STEM AREAS. IMPROVE OR EXPAND THE CAPACITY OF INSTITUTIONS TO PROMOTE OR FOSTER STEM FIELDS.",222153.03,117000.0,0.0,2024-05-22,2024.0,Department of Defense,Department of the Navy,OFFICE OF NAVAL RESEARCH,EAST CAROLINA UNIVERSITY,,STATE-WIDE,USA,UNITED STATES,NORTH CAROLINA,"SCIENCE, TECHNOLOGY, ENGINEERING & MATHEMATICS (STEM) EDUCATION, OUTREACH AND WORKFORCE PROGRAM",PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION;NONPROFIT WITHOUT 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),CONTINUATION,Education
281000.0,94350.0,LONGITUDINAL ANALYSIS OF EARLY INTERVENTIONAL APPROACHES TO SCIENCE ERUDITION,222153.03,0.0,https://usaspending.gov/award/ASST_NON_N000142412027_1700,N000142412027,4/25/2025,Department of Defense,"DEVELOP LEARNERS KNOWLEDGE, SKILL, OR INTEREST IN STEM. ATTRACT STUDENTS TO PURSUE CERTIFICATIONS, LICENSES, OR DEGREES (TWO-YEAR DEGREES THROUGH POST-DOCTORAL DEGREES) OR CAREERS IN STEM FIELDS. PROVIDE GROWTH AND RESEARCH OPPORTUNITIES FOR POST-SECONDARY, COLLEGE AND GRADUATE STUDENTS IN STEM FIELDS, SUCH AS WORKING WITH RESEARCHERS OR CONDUCTING RESEARCH THAT IS PRIMARILY INTENDED TO FURTHER EDUCATION. IMPROVE MENTOR/EDUCATOR (K-12 PRE-SERVICE OR IN-SERVICE, POST-SECONDARY, AND INFORMAL) QUALITY IN STEM AREAS. IMPROVE OR EXPAND THE CAPACITY OF INSTITUTIONS TO PROMOTE OR FOSTER STEM FIELDS.",222153.03,0.0,0.0,2024-07-11,2024.0,Department of Defense,Department of the Navy,OFFICE OF NAVAL RESEARCH,EAST CAROLINA UNIVERSITY,,STATE-WIDE,USA,UNITED STATES,NORTH CAROLINA,"SCIENCE, TECHNOLOGY, ENGINEERING & MATHEMATICS (STEM) EDUCATION, OUTREACH AND WORKFORCE PROGRAM",PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION;NONPROFIT WITHOUT 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),REVISION,Education
142035.0,13090.0,COLLABORATIVE RESEARCH: SOCIALIZATION COMPETENCIES AND YOUTH OUTCOMES IN RESPONSE TO RACIAL VIOLENCE,142035.0,142035.0,https://usaspending.gov/award/ASST_NON_2046045_4900,2046045,4/18/2025,National Science Foundation,"THE GOAL OF THIS PROGRAM IS TO SUPPORT RESEARCH PROPOSALS SPECIFIC TO ""DEVELOPMENTAL SCIENCES",142035.0,142035.0,0.0,2021-08-23,2021.0,National Science Foundation,National Science Foundation,DIV OF BEHAVIORAL  COGNITIVE SCI,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,NEW,Science and Innovation
242717.0,57267.0,"DUKE UNIVERSITY, ON BEHALF OF THE TRIANGLE RESEARCH LIBRARIES, WILL BUILD ON THE SUCCESS OF THE LIBRARY COPYRIGHT INSTITUTE PLANNING GRANT TO SCALE THIS MODEL OF SUSTAINABLE, COMPREHENSIVE COPYRIGHT EDUCATION FOR ACADEMIC LIBRARIANS ACROSS THE UNITED STATES. ALTHOUGH COPYRIGHT IMPACTS LIBRARIES OF ALL TYPES, TYPICALLY ONLY THE HIGHEST FUNDED INSTITUTIONS HAVE WELL-TRAINED COPYRIGHT EXPERTS ON STAFF. THIS PROJECT IS BASED ON THE PREMISE THAT LIBRARIANS OF ALL INSTITUTIONS, REGARDLESS OF FINANCIAL WHEREWITHAL, NEED THIS EXPERTISE TO MEET THE NEEDS OF THEIR USERS. LEARNING AND RESEARCH COMMUNITIES ARE IMPROVED WHEN ALL INSTITUTIONS ARE ABLE TO TACKLE PRESSING COPYRIGHT CHALLENGES THAT ARISE IN DISTANCE EDUCATION SUPPORT, E-RESERVES, DIGITIZATION, AND OTHER SERVICES THAT ARE CRITICAL TO MODERN LIBRARY USERS. ULTIMATELY, THE GOAL IS TO EMPOWER THOSE LIBRARIANS WITH THE LEGAL KNOWLEDGE NECESSARY TO SERVE THE NEEDS OF THEIR PATRONS, WHETHER THEY BE STUDENTS, FACULTY, PUBLIC USERS, OR OTHERS.",14373.15,242717.0,https://usaspending.gov/award/ASST_NON_RE-246377-OLS-20_5950,RE-246377-OLS-20,4/8/2025,Institute of Museum and Library Services,,14373.15,242717.0,0.0,2020-07-17,2020.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,DUKE UNIVERSITY,DUKE UNIVERSITY,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,STATE GOVERNMENT,NEW,Education
213303.0,33465.0,"DR. AFRICA S. HANDS WILL INVESTIGATE THE WAYS IN WHICH PUBLIC LIBRARIES IN CENTRAL APPALACHIA SUPPORT THE COLLEGE LITERACY OF NONTRADITIONAL PROSPECTIVE STUDENTS THROUGH INFORMATION AND SERVICES. THE EARLY CAREER DEVELOPMENT PROJECT FOCUSES ON PUBLIC LIBRARIES ACROSS FOUR STATES (KENTUCKY, TENNESSEE, VIRGINIA, AND WEST VIRGINIA) COMPRISING THE CENTRAL REGION OF APPALACHIA, WHICH HAS LOWER RATES OF EDUCATIONAL ATTAINMENT AND INCOME AND HIGHER UNEMPLOYMENT THAN OTHER REGIONS OF APPALACHIA. PROJECT GOALS ARE TO HIGHLIGHT THE NATURE OF PUBLIC LIBRARY SUPPORT FOR NONTRADITIONAL PROSPECTIVE STUDENTS AND TO IDENTIFY LIBRARIES THAT MAY SERVE AS EXEMPLARS TO LIBRARY PRACTITIONERS WHO WANT TO SERVE NONTRADITIONAL COLLEGE-BOUND PATRONS. FURTHER, THIS PROJECT AIMS TO POSITION LIBRARIES AS A PARTNER TO AGENCIES WORKING TO BOOST COLLEGE ENROLLMENT AND WORKFORCE AND ECONOMIC DEVELOPMENT.",41194.88,213303.0,https://usaspending.gov/award/ASST_NON_RE-250024-OLS-21_5950,RE-250024-OLS-21,4/8/2025,Institute of Museum and Library Services,,41194.88,213303.0,0.0,2021-07-15,2021.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,EAST CAROLINA UNIVERSITY,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,STATE GOVERNMENT,NEW,Education
320777.0,75299.0,"THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL WILL DEVELOP AND HOST A THREE-YEAR ONLINE SUMMER FELLOWSHIP PROGRAM TO TRAIN MLIS STUDENTS TO TEACH WITH PRIMARY SOURCES. PRIMARY SOURCES CAN CREATE A RICH OPPORTUNITY FOR ENGAGING WITH QUESTIONS OF HISTORICAL EQUITY. THEY HELP US RECKON WITH THE PAST; HELP CORRECT ERRONEOUS BELIEFS THAT PERSIST IN NATIONAL, LOCAL, AND PERSONAL NARRATIVES; AND HELP US ENVISION OUR FUTURES. EDUCATORS AT ALL LEVELS RELY ON LIBRARIANS AND ARCHIVISTS TO HELP THEM AND THEIR STUDENTS UNDERSTAND AND CONTEXTUALIZE PRIMARY SOURCES. THE PROFESSION NEEDS LIBRARIANS AND ARCHIVISTS TRAINED IN HOW TO TEACH OTHERS TO ANALYZE AND INTERPRET PRIMARY SOURCE OBJECTS. THE TRAINING PROGRAM WILL FILL THE CURRICULAR GAP IN PRIMARY SOURCE PEDAGOGY IN CURRENT LIBRARY AND INFORMATION SCIENCE GRADUATE PROGRAMS WHILE BUILDING A NETWORK OF SUPPORT FOR NEW PROFESSIONALS FROM BACKGROUNDS UNDERREPRESENTED IN THE PROFESSION.",320777.0,419058.0,https://usaspending.gov/award/ASST_NON_RE-250046-OLS-21_5950,RE-250046-OLS-21,4/8/2025,Institute of Museum and Library Services,,320777.0,320777.0,98281.0,2021-07-15,2021.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,STATE GOVERNMENT,NEW,Education
320777.0,75299.0,"THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL WILL DEVELOP AND HOST A THREE-YEAR ONLINE SUMMER FELLOWSHIP PROGRAM TO TRAIN MLIS STUDENTS TO TEACH WITH PRIMARY SOURCES. PRIMARY SOURCES CAN CREATE A RICH OPPORTUNITY FOR ENGAGING WITH QUESTIONS OF HISTORICAL EQUITY. THEY HELP US RECKON WITH THE PAST; HELP CORRECT ERRONEOUS BELIEFS THAT PERSIST IN NATIONAL, LOCAL, AND PERSONAL NARRATIVES; AND HELP US ENVISION OUR FUTURES. EDUCATORS AT ALL LEVELS RELY ON LIBRARIANS AND ARCHIVISTS TO HELP THEM AND THEIR STUDENTS UNDERSTAND AND CONTEXTUALIZE PRIMARY SOURCES. THE PROFESSION NEEDS LIBRARIANS AND ARCHIVISTS TRAINED IN HOW TO TEACH OTHERS TO ANALYZE AND INTERPRET PRIMARY SOURCE OBJECTS. THE TRAINING PROGRAM WILL FILL THE CURRICULAR GAP IN PRIMARY SOURCE PEDAGOGY IN CURRENT LIBRARY AND INFORMATION SCIENCE GRADUATE PROGRAMS WHILE BUILDING A NETWORK OF SUPPORT FOR NEW PROFESSIONALS FROM BACKGROUNDS UNDERREPRESENTED IN THE PROFESSION.",320777.0,0.0,https://usaspending.gov/award/ASST_NON_RE-250046-OLS-21_5950,RE-250046-OLS-21,4/8/2025,Institute of Museum and Library Services,,320777.0,0.0,0.0,2024-01-08,2024.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,STATE GOVERNMENT,REVISION,Education
132475.0,17355.0,"DUKE UNIVERSITY LIBRARIES—IN PARTNERSHIP WITH PENNSYLVANIA STATE UNIVERSITY, WASHINGTON UNIVERSITY IN ST. LOUIS, PRINCETON UNIVERSITY, THE UNIVERSITY OF MINNESOTA (MEMBERS OF THE DATA CURATION NETWORK: DCN), AND THE ASSOCIATION OF RESEARCH LIBRARIES—WILL DEVELOP AN ENHANCED, SPECIALIZED CURRICULUM FOR DATA CURATION TRAINING FOR ACADEMIC LIBRARY AND ARCHIVES STAFF. BY DEVELOPING MORE IN-DEPTH AND CUSTOMIZED TRAINING AND RESOURCES IN GEOSPATIAL, SCIENTIFIC IMAGES, CODE, AND SIMULATION DATA, THE TEAM ADDRESSES THE DEMANDS OF ACADEMIC LIBRARIANS AND ARCHIVISTS TO BETTER SUPPORT RESEARCHERS AT THEIR INSTITUTIONS. BUILDING ON EXISTING DCN CURRICULUM, THIS PROJECT WILL PRIORITIZE ETHICAL, EQUITABLE, AND ACCESSIBLE CONSIDERATIONS FOR RESEARCH DATA CURATION; MAKE THE RESULTING EDUCATIONAL MATERIALS OPENLY ACCESSIBLE ONLINE FOR FUTURE USE AND ADAPTATION; AND HOST A PILOT WORKSHOP TO ASSESS THE WORKSHOP MATERIALS, BUILD KNOWLEDGE IN THESE AREAS, AND STRENGTHEN COMMUNITY ENGAGEMENT.",132475.0,132475.0,https://usaspending.gov/award/ASST_NON_RE-252343-OLS-22_5950,RE-252343-OLS-22,4/8/2025,Institute of Museum and Library Services,NOT APPLICABLE,132475.0,132475.0,0.0,2022-07-15,2022.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,DUKE UNIVERSITY,DUKE UNIVERSITY,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,STATE GOVERNMENT,NEW,Education
